

1	LXXIIX	LXXIIX	NE	LXXIIX	nom|sg|neut	--	0
120	annehmen	annehmen	VVINF	annehmen	_	CJ	114
121	.	.	SENT	.	_	--	120

1	Crantzius	Crantzius	NE	Crantzius	nom|sg|*	SB	2
2	lib.	lib.	FM	lib.	sg|3|past|ind	--	0
3	1.	1.	CARD	@ord@	dat|sg|masc|pos	NK	4
4	Wandaliæ	Wandaliae	FM	Wandaliae	dat|sg|fem	DA	2
5	c.	c.	FM	c.	nom|sg|*	NK	4
6	7.	7.	CARD	@ord@	_	MO	7
7	meldet	meldet	VVFIN	melden	sg|3|pres|ind	MO	2
8	/	/	$,	/	_	--	7
9	daß	daß	KOUS	daß	_	CP	23
10	Koͤnig	König	NN	König	nom|sg|masc	SB	15
11	Helgo	Helgo	NE	Helgo	nom|sg|masc	NK	10
12	in	in	APPR	in	_	MO	2
13	Dennemarck	Dänemark	NE	Dänemark	dat|sg|neut	NK	12
14	ihm	ihm	PPER	er	dat|sg|masc|3	DA	23
15	hatte	hatte	VAFIN	haben	sg|3|past|ind	CJ	2
16	die	die	ART	d	acc|pl|fem	NK	17
17	Wandalen	Wandalen	NN	Wandalen	acc|pl|fem	OA	20
18	mit	mit	APPR	mit	_	MNR	17
19	Krieg	Krieg	NN	Krieg	dat|sg|masc	NK	18
20	unterworffē	unterworffe	NN	unterworffe	sg|3|pres|subj	MO	23
21	un̄	un	KON	und	_	MO	23
22	Zinsbar	Zinsbar	NN	Zinsbar	acc|sg|masc	NK	21
23	gemacht	gemacht	VVPP	gemacht	_	OC	15
24	/	/	$,	/	_	--	23
25	als	als	KOKOM	als	_	CM	35
26	aber	aber	ADV	aber	_	MO	35
27	mit	mit	APPR	mit	_	MO	35
28	der	der	ART	d	dat|sg|fem	NK	29
29	Zeit	Zeit	NN	Zeit	dat|sg|fem	NK	27
30	Dennemarck	Dänemark	NE	Dänemark	nom|sg|neut	NK	29
31	ein	ein	ART	ein	nom|sg|masc	NK	33
32	Junger	Junger	ADJA	jung	nom|sg|masc|pos	NK	33
33	Koͤnig	König	NN	König	nom|sg|masc	SB	20
34	Roricus	Roricus	NE	Roricus	nom|sg|masc	NK	33
35	genannt	genannt	VVPP	nennen	_	MO	41
36	/	/	$,	/	_	--	35
37	daß	daß	KOUS	daß	_	CP	39
38	Reich	Reich	NN	Reich	acc|sg|*	SB	39
39	administrirte	administrirte	ADJA	administrirte	sg|3|past|ind	MO	35
40	,	,	$,	,	_	--	39
41	rebellirten	rebellierten	VVFIN	rebellieren	pl|3|past|ind	CJ	15
42	die	die	ART	d	nom|pl|*	NK	43
43	Wandalen	Wandalen	NN	Wandalen	nom|pl|*	SB	41
44	und	und	KON	und	_	CD	41
45	waͤgertē	wegerte	VVFIN	wegerte	sg|3|past|ind	CJ	44
46	sich	sich	PRF	er|es|sie	dat|sg|3	DA	45
47	Zins	Zins	NN	Zins	nom|sg|masc	SB	45
48	den	den	ART	d	acc|sg|masc	NK	49
49	Daͤnen	Dänen	NN	Däne	acc|sg|masc	OA	51
50	zu	zu	PTKZU	zu	_	PM	51
51	geben	geben	VVINF	geben	_	OC	45
52	.	.	SENT	.	_	--	51

1	Da	Da	KOUS	da	_	CP	6
2	der	der	ART	d	nom|sg|masc	NK	3
3	Handel	Handel	NN	Handel	nom|sg|masc	SB	6
4	zum	zum	APPRART	zum	dat|sg|masc	MO	6
5	Krieg	Krieg	NN	Krieg	dat|sg|masc	NK	4
6	gerieth	geriet	VVFIN	geraten	sg|3|past|ind	MO	15
7	/	/	$,	/	_	--	6
8	und	und	KON	und	_	CD	6
9	man	man	PIS	man	nom|sg|*	SB	13
10	fast	fast	ADV	fast	_	MO	13
11	ans	ans	APPRART	ans	acc|sg|neut	MO	13
12	Treffē	Treffe	VVFIN	treffen	acc|sg|neut	NK	11
13	gekom̄en	gekommen	VVPP	kommen	_	CJ	8
14	/	/	$,	/	_	--	13
15	tritt	tritt	VVFIN	treten	sg|3|pres|ind	--	0
16	ein	ein	ART	ein	nom|sg|masc	NK	17
17	Wandaler	Wandaler	NN	Wandaler	nom|sg|masc	SB	15
18	/	/	$,	/	_	--	17
19	groß	groß	ADJD	groß	pos	MO	15
20	von	von	APPR	von	_	SBP	19
21	Leibe	Leibe	NN	Leib	dat|sg|fem	NK	20
22	und	und	KON	und	_	CD	21
23	Gemuͤt	Gemüt	NN	Gemüt	dat|sg|neut	CJ	22
24	her	her	APZR	her	_	MO	15
25	fuͤr	für	PTKVZ	für	_	MO	15
26	/	/	$,	/	_	--	25
27	bietend	bietend	ADJD	bietend	pos	MO	29
28	ein	ein	ART	ein	acc|sg|neut	NK	29
29	Duellum	Duellum	NN	Duellum	acc|sg|neut	CC	32
30	und	und	KON	und	_	CD	29
31	Kampf	Kampf	NN	Kampf	acc|sg|masc	CJ	30
32	einen	einen	ART	ein	acc|sg|masc	NK	25
33	auß	aus	APPR	aus	_	MNR	32
34	der	der	ART	d	dat|sg|fem	NK	36
35	Daͤhnischen	dänischen	ADJA	dänisch	dat|sg|fem|pos	NK	36
36	Laͤger	Leger	FM	Leger	dat|sg|fem	NK	33
37	an	an	PTKVZ	an	_	SVP	15
38	/	/	$,	/	_	--	37
39	der	der	PRELS	d	dat|sg|fem	SB	41
40	behertzt	beherzt	ADJD	beherzt	pos	PD	41
41	sey	sei	VAFIN	sein	sg|3|pres|subj	RC	36
42	und	und	KON	und	_	CD	41
43	sich	sich	PRF	er|es|sie	acc|sg|3	OA	66
44	mit	mit	APPR	mit	_	MO	53
45	ihm	ihm	PPER	er	dat|sg|masc|3	NK	44
46	rauffen	Raufen	NN	raufen	_	SB	47
47	wolle	wolle	ADV	wohl	sg|3|pres|subj	RE	62
48	/	/	$,	/	_	--	47
49	damit	damit	KOUS	damit	_	CP	54
50	vielen	vielen	PIAT	viel	dat|pl|masc	NK	52
51	ihr	ihr	PPOSAT	ihr	acc|sg|neut	NK	52
52	Blut	Blut	NN	Blut	acc|sg|neut	SB	54
53	verschonet	verschonet	VVPP	verschonen	_	OC	54
54	werde	werde	VAFIN	werden	sg|3|pres|subj	CJ	47
55	/	/	$,	/	_	--	54
56	daß	daß	KOUS	daß	_	CP	60
57	denn	denn	ADV	denn	_	MO	59
58	darauff	darauf	PAV	darauf	_	MO	59
59	gehen	gehen	VVINF	gehen	_	OC	60
60	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	OC	54
61	/	/	$,	/	_	--	60
62	so	so	ADV	so	_	MO	66
63	beyde	beide	PIAT	beide	acc|pl|neut	NK	64
64	Heer	Heer	NN	Heer	nom|sg|neut	SB	67
65	aneinander	aneinander	ADV	aneinander	_	MO	66
66	setzen	setzen	VVINF	setzen	_	OC	67
67	wuͤrdē	würde	VAFIN	werden	sg|3|past|subj	CJ	42
68	.	.	SENT	.	_	--	67

1	Die	Die	ART	d	nom|sg|fem	NK	2
2	Condition	Kondition	NN	Kondition	nom|sg|fem	SB	5
3	des	des	ART	d	gen|sg|neut	NK	4
4	Kaͤmpffens	Kämpfens	NN	Kämpfens	gen|sg|neut	AG	2
5	solte	sollte	VMFIN	sollen	sg|3|past|ind	SB	9
6	diese	diese	PDS	dies	nom|sg|fem	SB	5
7	seyn	sein	VAINF	sein	_	OC	5
8	/	/	$,	/	_	--	7
9	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	--	0
10	der	der	ART	d	nom|sg|masc	NK	11
11	Wandaler	Wandaler	NN	Wandaler	nom|sg|masc	SB	9
12	das	das	ART	d	acc|sg|neut	NK	13
13	Feld	Feld	NN	Feld	acc|sg|neut	OA	14
14	behalten	behalten	VVINF	behalten	_	OC	9
15	und	und	KON	und	_	CD	14
16	den	den	ART	d	acc|sg|masc	NK	17
17	Daͤnischen	Dänischen	ADJA	dänisch	dat|pl|*	DA	18
18	auftreiben	auftreiben	VVINF	auftreiben	_	CJ	15
19	/	/	$,	/	_	--	18
20	solten	sollten	VMFIN	sollen	pl|3|past|subj	MO	33
21	sie	sie	PPER	Sie	nom|pl|*|3	SB	20
22	damit	damit	PAV	damit	_	MO	23
23	entfreyet	entfreyet	ADJD	entfreyet	sg|3|pres|ind	MO	18
24	seyn	sein	VAINF	sein	acc|sg|neut	NK	28
25	von	von	APPR	von	_	SBP	28
26	der	der	ART	d	dat|sg|fem	NK	27
27	Daͤnen	Dänen	NN	Däne	dat|sg|fem	NK	25
28	Gehorsam	Gehorsam	NN	Gehorsam	nom|sg|neut	OA	30
29	/	/	$,	/	_	--	28
30	verliehren	verlieren	VVFIN	verlieren	pl|3|pres|ind	OC	20
31	sie	sie	PPER	Sie	nom|pl|*|3	SB	30
32	/	/	$,	/	_	--	31
33	wolten	wollten	VMFIN	wollen	pl|3|past|ind	CJ	9
34	sie	sie	PPER	Sie	nom|pl|*|3	SB	33
35	zweyfachen	zweifachen	ADJA	zweifach	dat|sg|neut|pos	NK	36
36	Tribut	Tribut	NN	Tribut	acc|sg|masc	MO	41
37	/	/	$,	/	_	--	36
38	Jaͤhrlich	Jährlich	ADJD	jährlich	pos	MO	41
39	den	den	ART	d	acc|sg|masc	NK	40
40	Daͤnischen	Dänischen	ADJA	dänisch	acc|sg|masc	OA	41
41	erlegen	erlegen	VVINF	erliegen	_	OC	33
42	.	.	SENT	.	_	--	41

1	Dieweil	Dieweil	KOUS	dieweil	_	CP	14
2	nun	nun	ADV	nun	_	MO	10
3	in	in	APPR	in	_	MO	10
4	den	den	ART	d	dat|pl|fem	NK	5
5	Zeiten	Zeiten	NN	Zeit	dat|pl|fem	NK	3
6	ein	ein	ART	ein	nom|sg|masc	NK	9
7	solcher	solcher	PIAT	solch	gen|pl|neut	NK	9
8	angebottener	angebotener	ADJA	angebotener	nom|sg|masc|pos	NK	9
9	Kampff	Kampf	NN	Kampf	nom|sg|masc	SB	14
10	abzuschlagen	abzuschlagen	VVIZU	abzuschlagen	_	SB	14
11	fuͤr	für	APPR	für	_	MO	13
12	Unehrlich	Unehrlich	NN	Unehrlich	pos	NK	11
13	gehalten	gehalten	VVPP	halten	_	OC	14
14	ward	wurde	VAFIN	werden	sg|3|past|ind	MO	16
15	/	/	$,	/	_	--	14
16	tritt	tritt	VVFIN	treten	sg|3|pres|ind	--	0
17	einen	einen	PIS	ein	acc|sg|masc	OA	16
18	auß	aus	APPR	aus	_	MNR	17
19	den	den	ART	d	dat|pl|fem	NK	20
20	Daͤnischen	Dänischen	ADJA	dänisch	dat|pl|fem	NK	18
21	herfuͤr	herfür	PAV	hierfür	_	SVP	16
22	/	/	$,	/	_	--	21
23	groͤsser	größer	ADJD	groß	comp	MO	16
24	vom	vom	APPRART	vom	dat|sg|neut	SBP	23
25	Hertzen	Herzen	NN	Herz	dat|sg|neut	NK	24
26	denn	denn	ADV	denn	_	CD	16
27	von	von	APPR	von	_	MO	32
28	Kraͤfften	Kräften	NN	Kraft	dat|pl|fem	NK	27
29	/	/	$,	/	_	--	28
30	der	der	PRELS	d	gen|sg|fem	NK	31
31	spricht	spricht	VVFIN	sprechen	sg|3|pres|ind	AG	28
32	zum	zum	APPRART	zum	dat|sg|masc	CJ	26
33	Koͤnig	König	NN	König	dat|sg|masc	NK	32
34	:	:	SENT	:	_	--	33

1	was	was	PWS	was	acc|sg|neut	NK	2
2	Lohn	Lohn	NN	Lohn	acc|sg|masc	OA	3
3	erlangt	erlangt	VVFIN	erlangen	sg|3|pres|ind	--	0
4	der	der	ART	d	nom|sg|masc	NK	5
5	Uberwinder	Uberwinder	NN	Uberwinder	nom|sg|masc	SB	3
6	?	?	SENT	?	_	--	5

1	Der	Der	ART	d	nom|sg|masc	NK	2
2	Koͤnig	König	NN	König	nom|sg|masc	SB	3
3	zog	zog	VVFIN	ziehen	sg|3|past|ind	--	0
4	herfuͤr	herfür	PAV	hierfür	_	MO	3
5	guͤldene	güldene	ADJA	gülden	acc|pl|masc|pos	NK	6
6	Armbaͤnder	Armbänder	NN	Armbänder	acc|pl|masc	NK	4
7	/	/	$,	/	_	--	6
8	die	die	PRELS	d	nom|pl|*	SB	9
9	solten	sollten	VMFIN	sollen	pl|3|past|ind	RC	6
10	ihm	ihm	PPER	er	dat|sg|masc|3	DA	16
11	nach	nach	APPR	nach	_	MO	9
12	gehaltenem	gehaltenem	ADJA	gehaltenem	dat|sg|masc|pos	NK	13
13	Kampff	Kampf	NN	Kampf	dat|sg|masc	NK	11
14	zu	zu	APPR	zu	_	MO	16
15	Ehren	Ehren	NN	Ehre	dat|pl|fem	NK	14
16	gegeben	gegeben	VVPP	geben	_	OC	17
17	werde	werde	VAFIN	werden	sg|3|pres|subj	OC	9
18	:	:	SENT	:	_	--	17

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	spricht	spricht	VVFIN	sprechen	sg|3|pres|ind	--	0
3	:	:	SENT	:	_	--	2

1	Das	Das	ART	d	nom|sg|neut	NK	2
2	Leben	Leben	NN	Leben	nom|sg|neut	SB	3
3	kan	kann	VMFIN	können	sg|3|pres|ind	--	0
4	nim̄er	nimmer	ADV	nimmer	_	MO	3
5	besser	besser	ADJD	gut	comp	MO	6
6	angewendet	angewendet	VVPP	anwenden	_	OC	7
7	werden	werden	VAINF	werden	_	OC	3
8	/	/	$,	/	_	--	7
9	denn	denn	KON	denn	_	MO	10
10	zu	zu	APPR	zu	_	MO	3
11	Schutz	Schutz	NN	Schutz	dat|sg|masc	NK	10
12	des	des	ART	d	gen|sg|masc	NK	13
13	Vatterlandes	Vaterlandes	NN	Vaterland	gen|sg|masc	AG	11
14	/	/	$,	/	_	--	13
15	springt	springt	VVFIN	springen	sg|3|pres|ind	OC	3
16	in	in	APPR	in	_	MO	15
17	dem	dem	ART	d	dat|sg|masc	NK	16
18	frisch	frisch	ADJD	frisch	pos	MO	15
19	zum	zum	APPRART	zum	dat|sg|masc	MO	15
20	Feind	Feind	NN	Feind	dat|sg|masc	NK	19
21	zu	zu	PTKVZ	zu	_	SVP	15
22	/	/	$,	/	_	--	21
23	und	und	KON	und	_	CD	15
24	versetzt	versetzt	VVFIN	versetzen	sg|3|pres|ind	CJ	23
25	ihn	ihn	PPER	er	acc|sg|masc|3	OA	24
26	mit	mit	APPR	mit	_	MO	24
27	dem	dem	ART	d	dat|sg|masc	NK	28
28	Schwerdt	Schwert	NN	Schwert	dat|sg|masc	NK	26
29	ein	ein	ART	ein	nom|sg|neut	NK	30
30	gutes	gutes	NA	Gute	nom|sg|neut|pos	OA	24
31	/	/	$,	/	_	--	30
32	der	der	ART	d	nom|sg|masc	NK	33
33	Wandaler	Wandaler	NN	Wandaler	nom|sg|masc	SB	35
34	/	/	$,	/	_	--	33
35	vergaß	vergaß	VVFIN	vergessen	sg|3|past|ind	CJ	3
36	seiner	seiner	PPOSAT	sein	dat|sg|fem	DA	35
37	nicht	nicht	PTKNEG	nicht	_	NG	38
38	wiederumb	wiederum	ADV	wiederum	_	MO	40
39	/	/	$,	/	_	--	38
40	schlug	schlug	VVFIN	schlagen	sg|3|past|ind	CJ	35
41	ihn	ihn	PPER	er	acc|sg|masc|3	OA	40
42	in	in	APPR	in	_	MO	40
43	einen	einen	ART	ein	acc|sg|masc	NK	44
44	Schlag	Schlag	NE	Schlag	acc|sg|masc	NK	42
45	darnieder	danieder	ADV	danieder	_	SVP	40
46	/	/	$,	/	_	--	45
47	und	und	KON	und	_	CD	40
48	behielt	behielt	VVFIN	behalten	sg|3|past|ind	CJ	47
49	den	den	ART	d	acc|sg|masc	NK	50
50	Sieg	Sieg	NN	Sieg	acc|sg|masc	OA	48
51	.	.	SENT	.	_	--	50

1	Da	Da	KOUS	da	_	CP	4
2	er	er	PPER	er	nom|sg|masc|3	SB	4
3	den	den	PDS	d	acc|sg|masc	OA	4
4	erlegt	erlegt	VVPP	erlegen	_	MO	6
5	/	/	$,	/	_	--	4
6	fodert	fordert	VVFIN	fordern	sg|3|pres|ind	--	0
7	er	er	PPER	er	nom|sg|masc|3	SB	6
8	einen	einen	ART	ein	acc|sg|masc	NK	9
9	Frischen	Frischen	NN	Frischen	acc|sg|masc	OA	6
10	/	/	$,	/	_	--	9
11	der	der	PRELS	d	nom|sg|masc	SB	16
12	die	die	ART	d	nom|sg|masc|pos	NK	13
13	Haar	Haar	NN	Haar	nom|sg|masc	SB	16
14	mit	mit	APPR	mit	_	MO	16
15	ihm	ihm	PPER	er	dat|sg|masc|3	NK	14
16	verliesse	verließe	VVFIN	verließe	sg|3|pres|subj	RC	9
17	/	/	$,	/	_	--	16
18	da	da	ADV	da	_	MO	19
19	findet	findet	VVFIN	finden	sg|3|pres|ind	CJ	6
20	sich	sich	PRF	er|es|sie	acc|sg|3	OA	19
21	einander	einander	PRF	einander	_	OA	19
22	/	/	$,	/	_	--	21
23	der	der	PRELS	d	nom|sg|masc	NK	37
24	den	den	ART	d	dat|pl|fem	NK	25
25	Stoltzen	stolzen	ADJA	stolz	acc|sg|masc|pos	RE	37
26	der	der	ART	d	gen|sg|fem	NK	27
27	Feinde	Feinde	NN	Feind	gen|pl|masc	AG	25
28	/	/	$,	/	_	--	27
29	auß	aus	APPR	aus	_	MO	35
30	Lieb	Lieb	NN	Liebe	dat|sg|fem	NK	29
31	des	des	ART	d	gen|sg|masc	NK	32
32	Vatterlandes	Vaterlandes	NN	Vaterland	gen|sg|masc	AG	30
33	nicht	nicht	PTKNEG	nicht	_	NG	35
34	leiden	leiden	VVFIN	leiden	pl|3|pres|ind	NK	35
35	kundte	Kunde	NN	Kunde	nom|pl|masc	PAR	25
36	/	/	$,	/	_	--	35
37	der	der	PRELS	d	gen|sg|fem	SB	38
38	hebet	hebet	VVFIN	hebet	sg|3|pres|ind	CJ	19
39	den	den	ART	d	acc|sg|masc	NK	40
40	Kampff	Kampf	NN	Kampf	acc|sg|masc	OA	38
41	von	von	APPR	von	_	PG	40
42	Neuen	Neuen	NN	neue	dat|pl|fem	NK	41
43	an	an	PTKVZ	an	_	SVP	38
44	/	/	$,	/	_	--	43
45	und	und	KON	und	_	CD	38
46	hielten	hielten	VVFIN	halten	pl|3|past|ind	CJ	45
47	sich	sich	PRF	er|es|sie	acc|pl|3	OA	46
48	zu	zu	APPR	zu	_	MO	46
49	beeden	beiden	PIAT	beide	dat|pl|masc	NK	50
50	Theilen	Teilen	NN	Teil	dat|pl|masc	NK	48
51	mannlich	mannlich	ADJD	mannlich	pos	MO	46
52	/	/	$,	/	_	--	51
53	daß	daß	KOUS	daß	_	CP	57
54	es	es	PPER	es	nom|sg|neut|3	EP	57
55	im	im	APPRART	im	dat|sg|masc	MO	57
56	Zweiffel	Zweifel	NN	Zweifel	dat|sg|masc	NK	55
57	stund	stand	VVFIN	stehen	sg|3|past|ind	OC	51
58	/	/	$,	/	_	--	57
59	wohin	wohin	PWAV	wohin	_	MO	63
60	der	der	ART	d	nom|sg|masc	NK	61
61	Sieg	Sieg	NN	Sieg	nom|sg|masc	SB	64
62	sich	sich	PRF	er|es|sie	acc|sg|3	OA	63
63	lencken	lenken	VVINF	lenken	_	OC	64
64	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	OC	46
65	/	/	$,	/	_	--	64
66	biß	bis	KOUS	bis	_	CP	69
67	sie	sie	PPER	Sie	nom|sg|fem|3	SB	69
68	beyde	beide	PIS	beide	nom|pl|*	SB	64
69	auffgeflogen	aufgeflogen	VVPP	auffliegen	_	OC	64
70	/	/	$,	/	_	--	69
71	und	und	KON	und	_	CD	69
72	damit	damit	KOUS	damit	_	MO	84
73	eine	eine	ART	ein	acc|sg|fem	NK	74
74	zeitlang	zeitlang	NN	Zeitlang	acc|sg|fem	PD	84
75	ein	ein	ART	ein	nom|sg|masc	NK	76
76	Stillstand	Stillstand	NN	Stillstand	nom|sg|masc	PD	84
77	der	der	ART	d	gen|pl|fem	NK	78
78	Waffen	Waffen	NN	Waffe	gen|pl|fem	AG	76
79	zwischen	zwischen	APPR	zwischen	_	MNR	78
80	den	den	ART	d	dat|pl|masc	NK	81
81	Dennemaͤrckern	Dennemärckern	NN	Dennemärckern	dat|pl|masc	NK	79
82	und	und	KON	und	_	CD	81
83	Wandalen	Wandalen	NN	Wandalen	dat|pl|masc	CJ	82
84	geblieben	geblieben	VVPP	bleiben	_	CJ	71
85	.	.	SENT	.	_	--	84

