

1	III.	III.	CARD	3	*|*|*	PNC	2
5	fuͤr	für	APPR	für	_	MNR	4
6	dem	dem	ART	d	dat|sg|neut	NK	7
7	Verderben	Verderben	NN	verderben	dat|sg|neut	NK	5
8	/	/	$,	/	_	--	7
9	und	und	KON	und	_	CD	7
10	seines	seines	PPOSAT	sein	gen|sg|neut	NK	11
11	Lebens	Lebens	NN	Leben	gen|sg|neut	CJ	9
12	/	/	$,	/	_	--	11
13	daß	daß	KOUS	daß	_	CP	18
14	es	es	PPER	es	nom|sg|neut|3	SB	18
15	nicht	nicht	PTKNEG	nicht	_	NG	18
16	ins	ins	APPRART	ins	acc|sg|neut	MO	18
17	Schwerd	Schwert	NN	Schwert	acc|sg|neut	NK	16
18	falle	falle	VVFIN	fallen	sg|3|pres|subj	OC	2
19	;	;	SENT	;	_	--	18

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	straffet	straffet	VVFIN	straffet	sg|3|pres|ind	--	0
3	ihn	ihn	PPER	er	acc|sg|masc|3	OA	2
4	mit	mit	APPR	mit	_	MO	2
5	Schmertzen	Schmerzen	NN	Schmerz	dat|pl|masc	NK	4
6	auff	auf	APPR	auf	_	MNR	5
7	dem	dem	ART	d	dat|sg|neut	NK	8
8	Bette	Bette	NN	Bett	dat|sg|neut	NK	6
9	/	/	$,	/	_	--	8
10	und	und	KON	und	_	CD	8
11	alle	alle	PIAT	all	acc|pl|neut	NK	13
12	seine	seine	PPOSAT	sein	acc|pl|neut	NK	13
13	Gebeine	Gebeine	NN	Gebein	acc|pl|neut	CJ	10
14	hefftig	heftig	ADJD	heftig	pos	MO	2
15	/	/	$,	/	_	--	14
16	etc	etc	ADV	etc.	_	MO	2
17	.	.	SENT	.	_	--	16

1	So	So	ADV	so	_	MO	2
2	dann	dann	ADV	dann	_	MO	14
3	ein	ein	ART	ein	nom|sg|neut	NK	4
4	Engel	Engel	NN	Engel	nom|sg|neut	SB	12
5	/	/	$,	/	_	--	4
6	einer	einer	PIS	ein	gen|sg|fem	PAR	4
7	aus	aus	APPR	aus	_	MNR	6
8	Tausenden	Tausenden	NN	Tausend	dat|pl|*	NK	7
9	/	/	$,	/	_	--	8
10	mit	mit	APPR	mit	_	MO	14
11	ihm	ihm	PPER	er	dat|sg|masc|3	NK	10
12	redet	redet	VVFIN	reden	sg|3|pres|ind	--	0
13	zu	zu	PTKZU	zu	_	PM	14
14	verkuͤndigen	verkündigen	VVINF	verkündigen	_	OC	12
15	dem	dem	ART	d	dat|sg|masc	NK	16
16	Menschen	Menschen	NN	Mensch	dat|sg|masc	DA	12
17	/	/	$,	/	_	--	16
18	wie	wie	KOUS	wie	_	CM	19
19	er	er	PPER	er	nom|sg|masc|3	SB	20
20	solle	solle	VMFIN	sollen	sg|3|pres|subj	OC	12
21	recht	Recht	NN	Recht	acc|sg|neut	OA	22
22	thun	tun	VVINF	tun	_	OC	20
23	;	;	SENT	;	_	--	22

1	So	So	ADV	so	_	MO	6
2	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
3	er	er	PPER	er	nom|sg|masc|3	SB	2
4	ihm	ihm	PPER	er	dat|sg|masc|3	DA	8
5	gnaͤdig	gnädig	ADJD	gnädig	pos	PD	6
6	seyn	sein	VAINF	sein	_	OC	2
7	und	und	KON	und	_	CD	2
8	sagen	sagen	VVINF	sagen	pl|3|pres|ind	CJ	7
9	:	:	SENT	:	_	--	8
10	Er	Er	PPER	Er	nom|sg|masc|3	SB	11
11	soll	soll	VMFIN	sollen	sg|3|pres|ind	OC	8
12	erloͤset	erlöset	VVPP	erlösen	_	OC	13
13	werden	werden	VAINF	werden	_	OC	11
14	/	/	$,	/	_	--	13
15	daß	daß	KOUS	daß	_	CP	20
16	/	/	$,	/	_	--	15
17	er	er	PPER	er	nom|sg|masc|3	SB	20
18	nicht	nicht	PTKNEG	nicht	_	NG	20
19	hinunter	hinunter	ADV	hinunter	_	MO	20
20	fahre	fahre	VVFIN	fahre	sg|3|pres|subj	OC	8
21	ins	ins	APPRART	ins	acc|sg|neut	MO	20
22	Verderben	Verderben	NN	verderben	acc|sg|neut	NK	21
23	;	;	SENT	;	_	--	22
24	dann	dann	KON	dann	_	CD	20
25	ich	ich	PPER	ich	nom|sg|*|1	SB	26
26	habe	habe	VAFIN	haben	sg|3|pres|subj	RE	24
27	eine	eine	ART	ein	acc|sg|fem	NK	28
28	Versoͤhnung	Versöhnung	NN	Versöhnung	acc|sg|fem	OA	29
29	funden	gefunden	VVPP	finden	_	OC	26
30	/	/	$,	/	_	--	29
31	etc	etc	ADV	etc.	_	MO	20
32	.	.	SENT	.	_	--	31

1	Dann	Dann	ADV	dann	_	MO	11
2	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
3	er	er	PPER	er	nom|sg|masc|3	SB	2
4	GOtt	Gott	NE	Gott	nom|sg|masc	OA	5
5	bitten	bitten	VVINF	bitten	_	OC	2
6	/	/	$,	/	_	--	5
7	der	der	PDS	d	nom|sg|masc	SB	8
8	wird	wird	VAFIN	werden	sg|3|pres|ind	PAR	5
9	ihm	ihm	PPER	er	dat|sg|masc|3	DA	11
10	Gnade	Gnade	NN	Gnade	acc|sg|fem	OA	11
11	erzeigen	erzeigen	VVINF	erzeigen	_	OC	8
12	/	/	$,	/	_	--	11
13	und	und	KON	und	_	CD	2
14	wird	wird	VAFIN	werden	sg|3|pres|ind	CJ	13
15	sein	sein	PPOSAT	sein	nom|sg|masc	NK	16
16	Antlitz	Antlitz	NN	Antlitz	nom|sg|masc	OA	17
17	sehen	sehen	VVINF	sehen	_	OC	18
18	lassen	lassen	VVINF	lassen	_	OC	14
19	mit	mit	APPR	mit	_	MO	18
20	Freuden	Freuden	NN	Freude	dat|pl|neut	NK	19
21	/	/	$,	/	_	--	20
22	und	und	KON	und	_	CD	14
23	wird	wird	VAFIN	werden	sg|3|pres|ind	CJ	22
24	dem	dem	ART	d	dat|sg|masc	NK	25
25	Menschen	Menschen	NN	Mensch	dat|sg|masc	DA	29
26	nach	nach	APPR	nach	_	MO	29
27	seiner	seiner	PPOSAT	sein	dat|sg|fem	NK	28
28	Gerechtigkeit	Gerechtigkeit	NN	Gerechtigkeit	dat|sg|fem	NK	26
29	vergelten	vergelten	VVINF	vergelten	_	OC	23
30	/	/	$,	/	_	--	29
31	etc	etc	ADV	etc.	_	SVP	23
32	.	.	SENT	.	_	--	31

1	Siehe	Siehe	VVIMP	sehen	sg|2|imp	MO	5
2	/	/	$,	/	_	--	1
3	das	das	KOUS	d	acc|sg|neut	NK	4
4	alles	alles	PIS	all	acc|sg|neut	SB	5
5	thut	tut	VVFIN	tun	sg|3|pres|ind	--	0
6	GOtt	Gott	NE	Gott	nom|sg|masc	SB	5
7	ZWEY-	zwei	CARD	zwei	_	OA	5
8	oder	oder	KON	oder	_	CD	7
9	DREYMAHL	dreimal	ADV	dreimal	_	MO	10
10	mit	mit	APPR	mit	_	CJ	8
11	einem	einem	ART	ein	dat|sg|neut	NK	12
12	jeglichen	jeglichen	PIS	jeglich	_	NK	10
13	;	;	SENT	;	_	--	12

1	daß	daß	KOUS	daß	_	CP	5
2	er	er	PPER	er	nom|sg|masc|3	SB	5
3	seine	seine	PPOSAT	sein	acc|sg|fem	NK	4
4	Seele	Seele	NN	Seele	acc|sg|fem	OA	5
5	herumhole	herumhole	VVFIN	herumhole	sg|3|pres|subj	--	0
6	aus	aus	APPR	aus	_	MO	5
7	dem	dem	ART	d	dat|sg|neut	NK	8
8	Verderben	Verderben	NN	verderben	dat|sg|neut	NK	6
9	/	/	$,	/	_	--	8
10	und	und	KON	und	_	CD	5
11	erleuchte	erleuchte	VVFIN	erleuchte	sg|3|past|ind	CJ	10
12	ihn	ihn	PPER	er	acc|sg|masc|3	OA	11
13	mit	mit	APPR	mit	_	MO	11
14	dem	dem	ART	d	dat|sg|neut	NK	15
15	Licht	Licht	NN	Licht	dat|sg|neut	NK	13
16	der	der	ART	d	gen|pl|*	NK	17
17	Lebendigen	Lebendigen	NA	Lebendige	gen|pl|*	AG	15
18	.	.	SENT	.	_	--	17

1	Wer	Wer	PWS	wer	nom|sg|masc	SB	2
2	kan	kann	VMFIN	können	sg|3|pres|ind	--	0
3	aber	aber	ADV	aber	_	MO	2
4	endlich	endlich	ADV	endlich	_	MO	2
5	aussprechen	aussprechen	VVINF	aussprechen	_	OC	2
6	/	/	$,	/	_	--	5
7	wie	wie	KOUS	wie	_	MO	8
8	offt	oft	ADV	oft	_	MO	31
9	und	und	KON	und	_	CD	8
10	auff	auf	APPR	auf	_	CJ	9
11	wie	wie	KOUS	wie	_	CM	19
12	vielerley	vielerlei	PIAT	vielerlei	*|*|*	NK	13
13	Weise	Weise	NN	Weise	acc|sg|fem	NK	10
14	der	der	ART	d	gen|sg|fem	NK	16
15	ewige	ewige	ADJA	ewig	nom|sg|masc|pos	NK	16
16	GOtt	Gott	NE	Gott	nom|sg|masc	SB	31
17	und	und	KON	und	_	CD	16
18	Erbarmer	Erbarmer	NN	Erbarmer	nom|sg|masc	CJ	17
19	im	im	APPRART	im	dat|sg|masc	MO	31
20	Anfange	Anfange	NN	Anfang	dat|sg|masc	NK	19
21	der	der	ART	d	gen|sg|fem	NK	22
22	Bekehrung	Bekehrung	NN	Bekehrung	gen|sg|fem	AG	20
23	und	und	KON	und	_	CD	22
24	Herumholung	Herumholung	NN	Herumholung	gen|sg|fem	CJ	23
25	aus	aus	APPR	aus	_	MNR	22
26	dem	dem	ART	d	dat|sg|neut	NK	27
27	Verderben	Verderben	NN	verderben	dat|sg|neut	NK	25
28	eine	eine	ART	ein	acc|sg|fem	NK	30
29	arme	arme	ADJA	arm	acc|sg|fem|pos	NK	30
30	Seele	Seele	NN	Seele	acc|sg|fem	OA	31
31	ZIEHE	ziehe	VVFIN	zeihen	sg|3|pres|subj	MO	2
32	?	?	SENT	?	_	--	31

1	und	und	KON	und	_	JU	3
2	wer	wer	PWS	wer	nom|sg|masc	SB	3
3	kan	kann	VMFIN	können	sg|3|pres|ind	--	0
4	gnugsam	genugsam	ADJD	genügsam	pos	MO	5
5	erzehlen	erzählen	VVINF	erzählen	_	OC	3
6	/	/	$,	/	_	--	5
7	wie	wie	KOUS	wie	_	MO	8
8	viele	viele	PIAT	viel	nom|pl|*	PAR	3
9	und	und	KON	und	_	CD	8
10	manchfaltige	manchfaltige	PIAT	manchfaltige	acc|pl|masc|pos	NK	11
11	ZUEGE	Züge	NN	Zug	acc|pl|masc	CJ	9
12	die	die	ART	d	acc|sg|fem	NK	13
13	Weißheit	Weisheit	NN	Weisheit	acc|sg|fem	OA	20
14	des	des	ART	d	gen|sg|masc	NK	15
15	HErrn	Herrn	NN	Herr	gen|sg|masc	AG	13
16	im	im	APPRART	im	dat|sg|masc	MNR	13
17	FORTGANG	Fortgang	NN	Fortgang	dat|sg|masc	NK	16
18	solcher	solcher	PIAT	solch	gen|sg|fem	NK	19
19	Herumholung	Herumholung	NN	Herumholung	gen|sg|fem	AG	17
20	gebrauche	gebrauche	VVFIN	gebrauchen	sg|3|pres|subj	OC	3
21	?	?	SENT	?	_	--	20

1	O/	O/	NE	O/	_	--	0
2	wie	wie	PWAV	wie	_	MO	8
3	hat	hat	VAFIN	haben	sg|3|pres|ind	--	0
4	GOtt	Gott	NE	Gott	nom|sg|masc	SB	3
5	die	die	ART	d	acc|pl|*	NK	6
6	Leute	Leute	NN	Leute	acc|pl|*	OA	8
7	so	so	ADV	so	_	MO	8
8	lieb	lieb	ADJD	lieb	sg|3|past|ind	OC	3
9	!	!	SENT	!	_	--	8

1	Wie	Wie	PWAV	wie	_	MO	2
2	bemuͤhet	bemühet	VVPP	bemühen	sg|3|pres|ind	--	0
3	sich	sich	PRF	er|es|sie	acc|sg|3	OA	2
4	der	der	ART	d	nom|sg|masc	NK	5
5	Hoͤchste	Höchste	NA	Höchste	nom|sg|masc	SB	2
6	um	um	APPR	um	_	MO	2
7	einer	einer	ART	ein	dat|sg|fem	NK	8
8	Seele	Seele	NN	Seele	dat|sg|fem	NK	6
9	willen	willen	APPO	willen	_	AC	6
10	!	!	SENT	!	_	--	9

1	Lasst	Lasst	VVIMP	Lasst	sg|3|pres|ind	--	0
2	es	es	PPER	es	nom|sg|neut|3	SB	1
3	uns	uns	PPER	wir	dat|pl|*|1	DA	6
4	zu	zu	APPR	zu	_	MO	6
5	Hertzen	Herzen	NN	Herz	dat|sg|neut	NK	4
6	nehmen	nehmen	VVINF	nehmen	_	RE	2
7	/	/	$,	/	_	--	6
8	meine	meine	PPOSAT	mein	acc|pl|masc	NK	9
9	Liebsten	Liebsten	ADJA	lieb	acc|pl|fem	OA	1
10	!	!	SENT	!	_	--	9

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	eine	eine	ART	ein	nom|sg|fem	NK	5
4	grosse	große	ADJA	groß	nom|sg|fem|pos	NK	5
5	Sache	Sache	NN	Sache	nom|sg|fem	PD	2
6	;	;	SENT	;	_	--	5

1	es	es	PPER	es	nom|sg|neut|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	des	des	ART	d	gen|sg|masc	NK	4
4	Herrn	Herrn	NN	Herr	gen|sg|masc	AG	5
5	Werck	Werk	NN	Werk	nom|sg|masc	RE	1
6	/	/	$,	/	_	--	5
7	ein	ein	ART	ein	nom|sg|neut	NK	9
8	Göttliches	Göttliches	ADJA	Göttliches	nom|sg|neut|pos	NK	9
9	Gnaden-Werck	Gnaden-Werck	NN	Gnaden-Werck	nom|sg|neut	PD	2
10	;	;	SENT	;	_	--	9

1	JESUS	JESUS	NE	Jesus	nom|sg|masc	PNC	2
2	CHRISTUS	CHRISTUS	NE	Christus	nom|sg|masc	SB	9
3	/	/	$,	/	_	--	2
4	der	der	ART	d	nom|sg|masc	NK	5
5	Herr	Herr	NN	Herr	nom|sg|masc	APP	2
6	der	der	ART	d	gen|sg|fem	NK	7
7	Herrlichkeit	Herrlichkeit	NN	Herrlichkeit	gen|sg|fem	AG	5
8	/	/	$,	/	_	--	7
9	zeucht	zeucht	VVFIN	zeugen	sg|3|pres|ind	--	0
10	täglich	täglich	ADJD	täglich	pos	MO	9
11	an	an	APPR	an	_	MO	9
12	unsern	unseren	PPOSAT	unser	dat|pl|fem	NK	13
13	Seelen	Seelen	NN	Seele	dat|pl|fem	NK	11
14	;	;	SENT	;	_	--	13

1	dieser	dieser	PDAT	dies	dat|sg|fem	NK	2
2	Sohn	Sohn	NN	Sohn	nom|sg|masc	SB	5
3	der	der	ART	d	gen|sg|fem	NK	4
4	Liebe	Liebe	NN	Liebe	gen|sg|fem	AG	2
5	thut	tut	VVFIN	tun	sg|3|pres|ind	--	0
6	es	es	PPER	es	nom|sg|neut|3	OA	5
7	/	/	$,	/	_	--	6
8	ja	ja	ADV	ja	_	MO	5
9	die	die	ART	d	acc|sg|fem	NK	11
10	Hochzulobende	Hochzulobende	NN	Hochzulobende	acc|sg|fem|pos	NK	11
11	Dreyheit	Dreiheit	NN	Dreiheit	acc|sg|fem	SB	5
12	/	/	$,	/	_	--	11
13	Vater	Vater	NN	Vater	nom|sg|masc	NK	11
14	/	/	$,	/	_	--	13
15	Sohn	Sohn	NN	Sohn	nom|sg|masc	CJ	13
16	/	/	$,	/	_	--	15
17	und	und	KON	und	_	CD	15
18	H.	H.	ADJA	heilig	nom|sg|masc	PNC	19
19	Geist	Geist	NN	Geist	nom|sg|masc	CJ	17
20	;	;	SENT	;	_	--	19

1	dann	dann	ADV	dann	_	MO	4
2	so	so	ADV	so	_	MO	3
3	gewiß	gewiß	ADJD	gewiß	pos	PD	4
4	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
5	es	es	PPER	es	nom|sg|neut|3	SB	4
6	/	/	$,	/	_	--	5
7	daß	daß	KOUS	daß	_	CP	16
8	der	der	ART	d	nom|sg|masc	NK	9
9	Vater	Vater	NN	Vater	nom|sg|masc	SB	16
10	mit	mit	APPR	mit	_	MNR	9
11	dem	dem	ART	d	dat|sg|masc	NK	12
12	Sohn	Sohn	NN	Sohn	dat|sg|masc	NK	10
13	und	und	KON	und	_	CD	12
14	Geist	Geist	NN	Geist	nom|sg|masc	CJ	13
15	EINE	eine	ART	ein	acc|sg|fem	PD	16
16	ist	ist	VAFIN	sein	sg|3|pres|ind	RE	5
17	/	/	$,	/	_	--	16
18	so	so	ADV	so	_	MO	19
19	gewiß	gewiß	ADJD	gewiß	pos	PD	4
20	ist	ist	VAFIN	sein	sg|3|pres|ind	CC	18
21	es	es	PPER	es	nom|sg|neut|3	SB	20
22	auch	auch	ADV	auch	_	MO	20
23	/	/	$,	/	_	--	22
24	daß	daß	KOUS	daß	_	CP	44
25	das	das	ART	d	nom|sg|neut	NK	27
26	Heilige	Heilige	ADJA	heilig	nom|sg|neut|pos	NK	27
27	KIND	Kind	NN	Kind	nom|sg|neut	SB	44
28	JESUS	Jesus	NE	Jesus	nom|sg|masc	NK	27
29	nicht	nicht	PTKNEG	nicht	_	NG	20
30	ohne	ohne	APPR	ohne	_	MO	44
31	den	den	ART	d	acc|sg|masc	NK	32
32	Vater	Vater	NN	Vater	acc|sg|masc	NK	30
33	und	und	KON	und	_	CD	32
34	Geist	Geist	NN	Geist	nom|sg|masc	CJ	33
35	das	das	ART	d	acc|sg|neut	NK	37
36	hohe	hohe	ADJA	hoch	acc|sg|neut|pos	NK	37
37	Werck	Werk	NN	Werk	acc|sg|neut	OA	44
38	der	der	ART	d	gen|sg|fem	NK	39
39	Wiederbringung	Wiederbringung	NN	Wiederbringung	gen|sg|fem	AG	37
40	der	der	ART	d	gen|sg|fem	NK	43
41	gefallenen	gefallenen	ADJA	gefallen	gen|sg|fem|pos	NK	43
42	armen	armen	ADJA	arm	gen|sg|fem|pos	NK	43
43	Creatur	Kreatur	NN	Kreatur	gen|sg|fem	AG	39
44	auswürcke	auswürcke	NE	auswürcke	sg|3|pres|subj	RE	21
45	.	.	SENT	.	_	--	44

