

1	PNC	CAPVT.	FM	CAPVT.	abbr	CAPVT.	2
22	MO	sehr	ADV	sehr	word	sehr	23
23	OC	geplagt	VVPP	plagen	word	geplaget	24
24	CJ	wird	VAFIN	werden	word	wird	14
25	--	,	$,	,	punctuation	,	24
26	MO	endlich	ADV	endlich	word	endlich	29
27	NK	desselben	PDAT	derselbe	word	desselben	28
28	OA	Willen	NN	Wille	word	Willen	29
29	CJ	folget	VVFIN	folgen	word	folget	24
30	--	,	$,	,	punctuation	,	29
31	CD	und	KON	und	word	und	29
32	NK	einen	ART	ein	word	einen	35
33	NK	herrlichen	ADJA	herrlich	word	herrlichen	35
34	NK	vergrabenen	ADJA	vergrabenen	word	vergrabenen	35
35	OA	Schatz	NN	Schatz	word	Schatz	36
36	CJ	findet	VVFIN	finden	word	findet	31
37	--	.	SENT	.	punctuation	.	36

1	NK	Eine	ART	ein	word	Eine	4
2	MO	überaus	ADV	überaus	word	uͤberaus	3
3	NK	große	ADJA	groß	word	grosse	4
4	SB	Betrübnis	NN	Betrübnis	word	Betruͤbniß	5
5	--	entstunde	VVFIN	entstunde	word	entstunde	0
6	MO	ferner	ADV	fern	word	ferner	5
7	MO	bei	APPR	bei	word	bey	5
8	NK	mir	PPER	ich	word	mir	7
9	OP	auf	APPR	auf	word	auf	5
10	NK	meiner	PPOSAT	mein	word	meiner	11
11	NK	Reise	NN	Reise	word	Reise	9
12	CD	und	KON	und	word	und	11
13	CJ	Wanderschaft	NN	Wanderschaft	word	Wanderschaft	12
14	--	,	$,	,	punctuation	,	13
15	CP	indem	KOUS	indem	word	indem	21
16	OP	über	APPR	über	word	uͤber	21
17	NK	meine	PPOSAT	mein	word	meine	19
18	NK	verlorene	ADJA	verloren	word	verlohrne	19
19	NK	Wurzel	NN	Wurzel	word	Wurtzel	16
20	MO	sehr	ADV	sehr	word	sehr	21
21	RE	ächtzete	ADJA	ächtzete	word	aͤchtzete	6
22	CD	und	KON	und	word	und	21
23	CJ	klagte	VVFIN	klagen	word	klagete	22
24	--	,	$,	,	punctuation	,	23
25	MO	ja	ADV	ja	word	ja	35
26	MO	vor	APPR	vor	word	vor	35
27	NK	grostem	ADJA	grostem	word	grostem	28
28	NK	Hertzeleide	NN	Hertzeleide	word	Hertzeleide	26
29	CD	und	KON	und	word	und	28
30	MO	höchst	ADV	höchst	word	hoͤchst	31
31	NK	trauriger	ADJA	trauriger	word	trauriger	32
32	CJ	Begebenheit	NN	Begebenheit	word	Begebenheit	29
33	NG	nicht	PTKNEG	nicht	word	nicht	35
34	OC	überlegen	VVINF	überlegen	word	uͤberlegen	35
35	MO	konnte	VMFIN	können	word	konte	23
36	--	,	$,	,	punctuation	,	35
37	SB	was	PWREL	was	word	was	51
38	MO	nur	ADV	nur	word	nur	40
39	MO	fernerhin	ADV	fernerhin	word	fernerhin	40
40	MO	angehn	VVPP	angehn	word	angeen	50
41	CD	oder	KON	oder	word	oder	40
42	CJ	nach	APPR	nach	word	nach	41
43	NK	welcher	PWAT	welch	word	welcher	44
44	NK	Gegend	NN	Gegend	word	Gegend	42
45	OA	mich	PRF	ich	word	mich	50
46	MO	mit	APPR	mit	word	mit	50
47	NK	meinen	PPOSAT	mein	word	meinen	49
48	NK	betrübten	ADJA	betrübt	word	betruͤbten	49
49	NK	Augen	NN	Auge	word	Augen	46
50	OC	wenden	VVINF	wenden	word	wenden	51
51	OC	wolle	VMFIN	wollen	word	wolle	34
52	--	.	SENT	.	punctuation	.	51

1	NK	Alle	PIAT	all	word	Alle	2
2	RE	Stunden	NN	Stunde	word	Stunden	6
3	CD	und	KON	und	word	und	2
4	CJ	Augenblicke	NN	Augenblick	word	Augenblicke	3
5	--	,	$,	,	punctuation	,	4
6	MO	so	PTKREL	so	word	so	10
7	MO	nur	ADV	nur	word	nur	8
8	RE	zehlete	VVFIN	zehlete	word	zehlete	6
9	--	,	$,	,	punctuation	,	8
10	--	gaben	VVFIN	geben	word	gaben	0
11	DA	mir	PPER	ich	word	mir	10
12	NK	eine	ART	ein	word	eine	14
13	NK	schmerzliche	ADJA	schmerzliche	word	schmertzliche	14
14	OA	Erinnerung	NN	Erinnerung	word	Erinnerung	10
15	NK	meiner	PPOSAT	mein	word	meiner	18
16	NK	unschätzbaren	ADJA	unschätzbaren	word	unschaͤtzbaren	18
17	NK	verlorenen	ADJA	verloren	word	verlohrnen	18
18	AG	Wurzel	NN	Wurzel	word	Wurtzel	14
19	--	,	$,	,	punctuation	,	18
20	CD	doch	ADV	doch	word	doch	10
21	CJ	resolvirete	VVFIN	resolvirete	word	resolvirete	20
22	OA	mich	PPER	ich	word	mich	21
23	CD	und	KON	und	word	und	21
24	CJ	überlegte	VVFIN	überlegen	word	uͤberlegete	23
25	MO	bei	APPR	bei	word	bey	24
26	NK	mir	PPER	ich	word	mir	25
27	MO	selbst	PRF	selbst	word	selbsten	24
28	--	,	$,	,	punctuation	,	27
29	CP	daß	KOUS	daß	word	daß	53
30	SB	solche	PIS	solch	word	solche	53
31	MO	vorher	ADV	vorher	word	vorher	37
32	MO	auch	ADV	auch	word	auch	37
33	NG	nicht	PTKNEG	nicht	word	nicht	37
34	MO	in	APPR	in	word	in	37
35	NK	meiner	PPOSAT	mein	word	meiner	36
36	NK	Besitzung	NN	Besitzung	word	Besitzung	34
37	CJ	gehabt	VAPP	haben	word	gehabt	53
38	--	,	$,	,	punctuation	,	37
39	CD	sondern	KON	sondern	word	sondern	37
40	NK	dieselbe	PDS	derselbe	word	dieselbe	48
41	CJ	verehret	VVFIN	verehren	word	verehret	39
42	CD	und	KON	und	word	und	41
43	OC	geschenkt	VVPP	schenken	word	geschenckt	44
44	CJ	bekommen	VVPP	bekommen	word	bekommen	42
45	--	,	$,	,	punctuation	,	44
46	MO	weswegen	PWAV	weswegen	word	weswegen	53
47	NK	solche	PIAT	solch	word	solche	48
48	OA	Grillen	NN	Grille	word	Grillen	53
49	MO	fernerhin	ADV	fernerhin	word	fernerhin	53
50	MO	aus	APPR	aus	word	aus	53
51	NK	meinem	PPOSAT	mein	word	meinem	52
52	NK	Sinnen	NN	Sinn	word	Sinnen	50
53	OC	verbannte	VVFIN	verbannte	word	verbannete	24
54	--	,	$,	,	punctuation	,	53
55	CD	und	KON	und	word	und	53
56	MO	dabei	PAV	dabei	word	dabey	57
57	CJ	vermeinte	VVFIN	vermeinte	word	vermeinete	55
58	--	,	$,	,	punctuation	,	57
59	MO	baldigst	ADJD	baldigst	word	baldigst	67
60	MO	wieder	ADV	wieder	word	wieder	67
61	NK	ein	ART	ein	word	ein	63
62	NK	ander	ADJA	ander	word	ander	63
63	OA	Glück	NN	Glück	word	Gluͤck	65
64	PM	zu	PTKZU	zu	word	zu	65
65	OC	finden	VVINF	finden	word	finden	67
66	PM	zu	PTKZU	zu	word	zu	67
67	OC	finden	VVINF	finden	word	finden	57
68	CD	und	KON	und	word	und	67
69	CJ	anzutreffen	VVIZU	antreffen	word	anzutreffen	68
70	--	,	$,	,	punctuation	,	69
71	SB	welches	PRELS	welch	word	welches	78
72	MO	auch	ADV	auch	word	auch	73
73	MO	nach	APPR	nach	word	nach	77
74	NK	meinem	PPOSAT	mein	word	meinem	75
75	NK	Wunsche	NN	Wunsche	word	Wunsche	73
76	MO	endlich	ADV	endlich	word	endlich	77
77	OC	vollbracht	VVPP	vollbringen	word	vollbracht	78
78	RC	wurde	VAFIN	werden	word	wurde	63
79	--	,	$,	,	punctuation	,	78
80	SB	welches	PRELS	welch	word	welches	82
81	MO	unten	ADV	unten	word	unten	83
82	SB	wird	VAFIN	werden	word	wird	78
83	OC	gezeigt	VVPP	zeigen	word	gezeiget	86
84	CD	und	KON	und	word	und	83
85	CJ	angeführt	VVPP	anführen	word	angefuͤhrt	84
86	OC	werden	VAINF	werden	word	werden	82
87	--	.	SENT	.	punctuation	.	86

